City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,meulaboh,4.1363,96.1285,25.31,86,100,1.64,ID,1690879107
370,arari,-3.4536,-44.78,21.94,99,28,1.33,BR,1690879107
371,marsh harbour,26.5412,-77.0636,28.73,76,64,3.48,BS,1690879108
372,salta,-24.7859,-65.4117,8.33,87,0,3.09,AR,1690878951
373,lovington,32.944,-103.3485,27.32,47,93,0.89,US,1690878951
374,high level,58.5169,-117.136,15.06,94,100,2.57,CA,1690879108
375,nadvoitsy,63.8667,34.3167,21.15,59,24,2.89,RU,1690878951
376,ngama,11.7833,17.1667,29.73,62,87,5.62,TD,1690879108
377,haines junction,60.7522,-137.5108,12.97,94,100,1.03,CA,1690878952
378,itaituba,-4.2761,-55.9836,23.43,65,53,1.18,BR,1690879109
379,umm kaddadah,13.6017,26.6876,31.12,49,7,8.82,SD,1690878952
380,djambala,-2.5447,14.7533,27.69,46,11,3.73,CG,1690879109
381,sabla,12.7525,4.7077,26.06,72,100,6.03,NG,1690879109
382,te anau,-45.4167,167.7167,5.02,92,99,5.1,NZ,1690878953
383,yar-sale,66.8333,70.8333,23.16,46,6,4.96,RU,1690879110
384,fukue,32.6881,128.8419,32.2,55,0,3.09,JP,1690879110
385,ruteng,-8.6136,120.4721,19.38,71,52,0.71,ID,1690879110
386,labuhan,-6.8844,112.2051,29.7,64,18,6.28,ID,1690879110
387,clyde river,70.4692,-68.5914,1.13,100,100,1.54,CA,1690879110
388,pionerskiy,54.9508,20.2275,19.86,73,100,9.16,RU,1690879111
389,mahebourg,-20.4081,57.7,25.7,73,75,6.69,MU,1690878998
390,nikolskoye,59.7035,30.7861,25.44,43,8,3.2,RU,1690879111
391,tessalit,20.1986,1.0114,40.24,6,74,1.01,ML,1690879111
392,cherskiy,68.75,161.3,5.67,77,50,4.62,RU,1690879111
393,bahia de caraquez,-0.6,-80.4167,24.1,84,95,1.17,EC,1690879112
394,changtu,42.7788,124.0955,27.29,81,100,3.6,CN,1690879112
395,moba,33.2288,105.0179,27.07,47,2,2.02,CN,1690878955
396,udachnyy,66.4167,112.4,23.36,22,22,5.14,RU,1690879112
397,hailar,49.2,119.7,34.05,38,46,3.79,CN,1690878955
398,matara,5.9485,80.5353,29.64,69,100,7.01,LK,1690878852
399,kuminskiy,58.6667,66.5667,22.19,75,100,2.78,RU,1690878955
400,vuktyl,63.8567,57.3094,26.12,31,40,3.2,RU,1690878955
401,nuuk,64.1835,-51.7216,5.34,93,75,3.09,GL,1690879113
402,vikindu,-7.0067,39.2985,29.91,45,5,6.12,TZ,1690878956
403,sao filipe,14.8961,-24.4956,25.65,86,52,3.36,CV,1690879113
404,amahai,-3.3333,128.9167,26.05,88,24,4.89,ID,1690878956
405,lakhdenpokhya,61.5198,30.1992,20.25,65,8,3.93,RU,1690879113
406,homer,59.6425,-151.5483,14.87,88,0,1.54,US,1690879113
407,khani,41.9563,42.9566,22.76,46,3,2.18,GE,1690879114
408,urumqi,43.801,87.6005,33.53,21,20,4.0,CN,1690879114
409,jinxiang,27.4327,120.6062,28.28,82,100,3.43,CN,1690879114
410,ust-nera,64.5667,143.2,11.72,80,90,2.9,RU,1690879114
411,kazerun,29.6195,51.6541,41.67,10,3,3.17,IR,1690879114
412,cravo norte,6.3017,-70.2041,23.11,94,97,1.61,CO,1690879114
413,manokwari,-0.8667,134.0833,27.69,78,47,1.44,ID,1690878958
414,veraval,20.9,70.3667,28.15,81,88,9.36,IN,1690878921
415,jiangyou,31.7667,104.7167,31.95,62,65,2.08,CN,1690878944
416,saint-pierre,-21.3393,55.4781,25.32,69,100,6.69,RE,1690879115
417,kahului,20.8947,-156.47,25.47,74,0,7.72,US,1690879115
418,kloulklubed,7.0419,134.2556,28.28,76,85,3.74,PW,1690879115
419,lipari,38.4674,14.954,30.67,64,8,1.77,IT,1690878959
420,lata,40.1629,-8.3327,22.26,59,13,2.43,PT,1690878960
421,port macquarie,-31.4333,152.9167,14.94,65,0,3.35,AU,1690878879
422,chuy,-33.6971,-53.4616,10.51,93,75,2.72,UY,1690879116
423,gidole,5.65,37.3667,18.31,63,87,1.71,ET,1690878960
424,abu kamal,34.4506,40.9171,39.09,18,0,2.69,SY,1690878960
425,diamantino,-14.4086,-56.4461,22.62,43,72,1.21,BR,1690878960
426,sault sainte marie,46.5168,-84.3333,13.31,96,0,1.03,CA,1690878960
427,muriwai beach,-36.8167,174.45,14.08,89,41,5.9,NZ,1690879117
428,xuanzhou,30.9525,118.7553,30.31,73,32,5.86,CN,1690879117
429,zeya,53.75,127.2667,27.7,40,44,2.41,RU,1690879117
430,kavali,14.9167,79.9833,35.17,41,100,10.12,IN,1690878962
431,ukiah,39.1502,-123.2078,19.94,60,0,0.0,US,1690879118
432,nova friburgo,-22.2819,-42.5311,10.35,94,0,0.23,BR,1690878962
433,milkovo,54.7167,158.6167,9.52,96,100,1.34,RU,1690878963
434,manga,11.6636,-1.0731,29.14,63,92,6.07,BF,1690878963
435,rafsanjan,30.4067,55.9939,34.68,6,0,6.12,IR,1690878963
436,belmonte,-15.8631,-38.8828,20.33,83,16,2.56,BR,1690878963
437,hit,33.6416,42.8251,43.4,9,0,4.59,IQ,1690879119
438,mitsamiouli,-11.3847,43.2844,26.08,72,5,3.58,KM,1690878963
439,coihaique,-45.5752,-72.0662,2.62,97,100,4.66,CL,1690879120
440,coahuayana,18.7333,-103.6833,25.24,90,100,1.65,MX,1690879121
441,marzuq,14.4,46.4667,34.04,31,86,4.64,YE,1690879121
442,borshchiv,48.8033,26.0435,23.91,53,55,2.47,UA,1690878965
443,black river,18.0264,-77.8487,25.88,78,74,1.42,JM,1690879121
444,micheweni,-4.9667,39.8333,27.01,68,36,5.62,TZ,1690879122
445,pangnirtung,66.1451,-65.7125,10.33,70,95,1.22,CA,1690879123
446,kisangani,0.5167,25.2,31.22,51,47,1.3,CD,1690879123
447,bonthe,7.5264,-12.505,26.39,84,82,4.25,SL,1690879123
448,sakakah,29.9697,40.2064,39.76,8,0,5.12,SA,1690878966
449,vera cruz,-12.6333,-41.0333,17.33,92,75,1.18,BR,1690879123
450,jhanjharpur,26.2667,86.2833,37.99,42,100,2.15,IN,1690879124
451,kearney,40.6995,-99.0815,22.31,97,100,3.6,US,1690879124
452,jaguaribe,-5.8906,-38.6219,20.71,75,59,1.46,BR,1690879124
453,freeport,40.6576,-73.5832,21.99,72,75,3.6,US,1690878967
454,semirom,31.4167,51.5667,30.28,9,0,5.8,IR,1690879124
455,vytegra,61.0064,36.4481,24.76,50,7,0.88,RU,1690879125
456,fare,-16.7,-151.0167,26.36,76,86,6.91,PF,1690878967
457,pattan,34.1667,74.5667,31.0,44,1,1.46,IN,1690879125
458,florianopolis,-27.6146,-48.5012,14.67,98,0,1.54,BR,1690879125
459,karamursel,40.6914,29.6157,30.51,60,92,2.37,TR,1690879125
460,coquimbo,-29.9533,-71.3436,9.85,100,100,0.51,CL,1690879125
461,dixon,38.4455,-121.8233,21.01,69,0,3.6,US,1690878968
462,itaiba,-8.9475,-37.4228,18.98,94,99,1.52,BR,1690879126
463,zaragoza,41.6561,-0.8773,24.69,53,0,8.23,ES,1690879126
464,iquique,-20.2208,-70.1431,17.02,75,7,2.2,CL,1690879126
465,rudbar,30.15,62.6,42.79,7,0,8.12,AF,1690878969
466,hamadan,34.7992,48.5146,31.49,11,0,2.06,IR,1690879126
467,virginia beach,36.8529,-75.978,22.79,96,40,0.0,US,1690878969
468,vlore,40.4667,19.4897,29.36,48,11,3.57,AL,1690878976
469,bolotnoye,55.6717,84.3981,25.94,47,65,1.92,RU,1690879127
470,alcaniz,41.05,-0.1333,27.49,30,37,8.54,ES,1690878971
471,berezovyy,51.6667,135.7,21.26,75,93,2.51,RU,1690879128
472,kiama,-34.6833,150.8667,16.67,67,0,0.96,AU,1690879128
473,oruro,-17.9833,-67.15,0.83,44,0,2.01,BO,1690879128
474,riyadh,24.6877,46.7219,43.08,8,1,3.06,SA,1690878857
475,caravelas,-17.7125,-39.2481,19.44,83,0,1.37,BR,1690879128
476,hay river,60.8156,-115.7999,16.99,82,100,3.6,CA,1690879128
477,mwinilunga,-11.7358,24.4293,26.19,21,4,4.32,ZM,1690878972
478,hokitika,-42.7167,170.9667,9.88,72,80,8.64,NZ,1690879129
479,lerida,41.6167,0.6167,25.52,48,0,5.14,ES,1690878829
480,constitucion,-35.3333,-72.4167,12.24,92,35,2.43,CL,1690879129
481,grindavik,63.8424,-22.4338,10.26,93,100,1.03,IS,1690879129
482,ciudad guayana,8.3533,-62.6528,23.62,95,5,0.79,VE,1690878973
483,itarema,-2.9248,-39.9167,24.55,86,21,6.7,BR,1690879130
484,harwich,51.9419,1.2844,18.53,71,69,4.92,GB,1690878974
485,loukhi,66.0764,33.0381,17.07,94,100,0.42,RU,1690878974
486,paamiut,61.994,-49.6678,4.8,88,41,5.93,GL,1690879131
487,vestmannaeyjar,63.4427,-20.2734,11.55,93,100,0.51,IS,1690879131
488,papara,-3.9839,-38.7273,25.94,95,35,2.03,BR,1690879131
489,zhigansk,66.7697,123.3711,18.84,37,7,5.89,RU,1690879131
490,zdunska wola,51.5992,18.9397,21.29,81,100,8.0,PL,1690878975
491,suozhen,36.9539,118.1047,33.45,60,83,4.27,CN,1690878975
492,kincardine,56.0667,-3.7167,16.22,86,100,1.65,GB,1690878975
493,dongsheng,39.8161,109.9776,29.81,39,94,5.22,CN,1690878975
494,brora,58.0099,-3.8518,16.14,78,14,2.96,GB,1690878975
495,magole,-6.3667,37.3667,29.28,38,9,2.22,TZ,1690878976
496,iralaya,15.0,-83.2333,26.86,89,100,4.86,HN,1690878976
497,bardsir,29.9227,56.5743,30.9,6,0,4.68,IR,1690879132
498,wenceslau braz,-23.8739,-49.8028,10.58,85,4,1.7,BR,1690879133
499,filadelfia,39.9523,-75.1638,20.82,79,40,2.06,US,1690879133
500,qeshm,26.9581,56.2719,36.94,67,1,5.53,IR,1690878977
501,abu samrah,35.3029,37.1841,35.55,16,0,3.65,SY,1690879133
502,maceio,-9.6658,-35.7353,21.69,100,75,1.54,BR,1690879134
503,suhbaatar,50.2314,106.2078,32.63,34,100,2.24,MN,1690879134
504,kosa,59.9445,54.9977,26.39,42,43,2.95,RU,1690879135
505,amzya,56.2354,54.3868,27.01,42,17,2.16,RU,1690879135
506,port-gentil,-0.7193,8.7815,23.98,83,75,3.6,GA,1690879136
507,port-cartier,50.0334,-66.8654,12.82,73,86,2.54,CA,1690879136
508,punta umbria,37.1821,-6.9661,24.57,51,0,6.24,ES,1690878979
509,kawalu,-7.3817,108.2082,28.54,56,34,2.41,ID,1690878980
510,xining,36.6167,101.7667,26.32,42,64,8.7,CN,1690878980
511,wageningen,51.9667,5.6667,18.85,89,75,5.14,NL,1690878980
512,lorengau,-2.0226,147.2712,27.67,85,15,4.34,PG,1690879137
513,santa leopoldina,-20.1006,-40.5297,18.68,96,11,1.2,BR,1690879137
514,necochea,-38.5473,-58.7368,14.83,87,45,7.76,AR,1690879137
515,sinnamary,5.3833,-52.95,24.61,89,30,2.16,GF,1690879137
516,huntsville,34.7304,-86.5861,24.93,76,100,2.06,US,1690878981
517,teahupoo,-17.8333,-149.2667,19.98,75,49,6.9,PF,1690879138
518,tezu,27.9167,96.1667,35.46,59,89,0.9,IN,1690879138
519,chebsara,59.2002,38.8356,23.63,52,25,2.91,RU,1690879138
520,richards bay,-28.783,32.0377,19.33,46,27,7.08,ZA,1690879138
521,bukene,-4.2333,32.8833,28.62,25,5,4.29,TZ,1690878982
522,altamont,42.2068,-121.7372,15.5,70,0,2.06,US,1690879139
523,severomuysk,56.1481,113.4267,18.38,57,99,2.53,RU,1690878982
524,vao,-22.6667,167.4833,19.55,66,11,9.02,NC,1690878983
525,bay roberts,47.5999,-53.2648,15.84,98,72,1.7,CA,1690879139
526,clermont,49.5,2.4167,19.28,79,100,6.38,FR,1690878983
527,codo,-4.4553,-43.8856,20.45,97,22,1.2,BR,1690879139
528,ryotsu,38.0833,138.4333,28.28,74,57,0.99,JP,1690879140
529,nizwa,22.9333,57.5333,39.79,22,21,2.66,OM,1690879140
530,lethem,3.3803,-59.7968,22.84,93,62,2.89,GY,1690879140
531,bolkhov,53.4433,36.0044,22.63,73,100,2.79,RU,1690879140
532,oktyabrskiy,54.4815,53.471,23.73,48,65,4.11,RU,1690879140
533,nyurba,63.2842,118.3319,22.29,31,0,3.28,RU,1690879140
534,amuntai,-2.4177,115.2494,34.88,40,42,0.47,ID,1690878969
535,palotina,-24.2839,-53.84,15.32,90,24,3.07,BR,1690878985
536,barahona,18.2085,-71.1008,26.11,87,98,0.83,DO,1690878985
537,oranjestad,12.524,-70.027,28.97,84,20,8.23,AW,1690879141
538,khanpur,28.6453,70.6567,41.52,31,0,4.95,PK,1690878986
539,harper,4.375,-7.7169,24.63,88,100,4.33,LR,1690879142
540,dubai,25.2582,55.3047,39.16,50,0,3.6,AE,1690878966
541,camacha,33.0833,-16.3333,21.68,83,40,4.63,PT,1690879142
542,kondinskoye,59.6481,67.41,18.62,87,100,3.67,RU,1690878986
543,swan hill,-35.3378,143.5544,11.81,68,44,2.31,AU,1690879143
544,artigas,-30.4,-56.4667,15.4,94,23,3.23,UY,1690879143
545,jasper,37.2001,-94.3502,27.03,74,58,3.09,US,1690879143
546,cairns,-16.9167,145.7667,22.26,83,75,4.63,AU,1690879143
547,nantucket,41.2835,-70.0995,18.41,91,0,1.54,US,1690878987
548,aitape,-3.1374,142.3475,27.02,90,81,2.69,PG,1690879144
549,sabzevar,36.2126,57.6819,36.6,14,0,5.14,IR,1690878988
550,huangmei,30.1924,116.025,31.75,70,63,2.41,CN,1690879144
551,jeremie,18.65,-74.1167,27.17,82,98,2.01,HT,1690878988
552,anadyr,64.75,177.4833,15.56,72,0,5.81,RU,1690879018
553,jardim,-21.4803,-56.1381,17.9,63,0,0.84,BR,1690878988
554,gravdal,68.1214,13.5031,20.94,56,0,2.57,NO,1690879144
555,prince rupert,54.3161,-130.3201,13.83,98,100,1.54,CA,1690879145
556,atambua,-9.1061,124.8925,25.58,61,2,1.83,ID,1690879145
557,port lincoln,-34.7333,135.8667,13.19,78,84,2.68,AU,1690879145
558,orocue,4.7912,-71.3354,23.0,87,99,3.97,CO,1690879145
559,alta,69.9689,23.2717,15.59,77,40,2.57,NO,1690878989
560,liancheng,24.0519,105.075,25.69,79,78,2.31,CN,1690878989
561,tura,25.5198,90.2201,31.74,77,100,0.7,IN,1690878952
562,cervo,43.6702,-7.4101,20.54,83,98,3.23,ES,1690878990
563,jacareacanga,-6.2222,-57.7528,22.73,67,31,1.13,BR,1690879146
564,san jose,37.3394,-121.895,16.93,79,0,13.86,US,1690879144
565,ponca city,36.707,-97.0856,28.98,77,0,5.14,US,1690878990
566,carauari,-4.8828,-66.8958,22.42,69,54,0.77,BR,1690878990
567,zhangjiakou,40.81,114.8794,27.19,77,47,5.37,CN,1690879147
568,kharp,66.8014,65.8081,20.58,68,80,3.49,RU,1690879147
569,acarau,-2.8856,-40.12,24.46,87,21,6.58,BR,1690879147
570,khovu-aksy,51.1333,93.6,26.61,38,42,1.41,RU,1690879147
571,umm lajj,25.0213,37.2685,34.41,37,0,4.44,SA,1690878991
572,gari,59.4307,62.3497,24.49,47,65,3.78,RU,1690878991
